Gene chr
GNB1 chr1
TMEM52 chr1
C1orf222 chr1
FP7162 chr1
SKI chr1
MORN1 chr1
PEX10 chr1
PLCH2 chr1
PANK4 chr1
HES5 chr1
MMEL1 chr1
ARHGEF16 chr1
MEGF6 chr1
WDR8 chr1
TP73 chr1
LOC388588 chr1
LRRC47 chr1
KIAA0562 chr1
C1orf174 chr1
AJAP1 chr1
CHD5 chr1
RNF207 chr1
HES3 chr1
GPR153 chr1
HES2 chr1
PLEKHG5 chr1
NOL9 chr1
ZBTB48 chr1
KLHL21 chr1
DNAJC11 chr1
CAMTA1 chr1
PER3 chr1
SLC45A1 chr1
RERE chr1
ENO1 chr1
CA6 chr1
SLC2A7 chr1
GPR157 chr1
H6PD chr1
TMEM201 chr1
C1orf200 chr1
PIK3CD chr1
CLSTN1 chr1
CTNNBIP1 chr1
LZIC chr1
UBE4B chr1
PGD chr1
CORT chr1
DFFA chr1
PEX14 chr1
C1orf127 chr1
MASP2 chr1
EXOSC10 chr1
ANGPTL7 chr1
MTOR chr1
UBIAD1 chr1
PTCHD2 chr1
FBXO2 chr1
FBXO44 chr1
C1orf187 chr1
MTHFR chr1
CLCN6 chr1
KIAA2013 chr1
PLOD1 chr1
MFN2 chr1
MIIP chr1
VPS13D chr1
AADACL3 chr1
PDPN chr1
PRDM2 chr1
EFHD2 chr1
CELA2A chr1
DNAJC16 chr1
AGMAT chr1
RSC1A1 chr1
PLEKHM2 chr1
SLC25A34 chr1
FBLIM1 chr1
SPEN chr1
C1orf64 chr1
CLCNKA chr1
CLCNKB chr1
FAM131C chr1
ARHGEF19 chr1
C1orf89 chr1
CROCC chr1
ATP13A2 chr1
PADI2 chr1
PADI1 chr1
PADI6 chr1
RCC2 chr1
ARHGEF10L chr1
IGSF21 chr1
KLHDC7A chr1
IFFO2 chr1
UBR4 chr1
KIAA0090 chr1
MRTO4 chr1
AKR7L chr1
AKR7A3 chr1
AKR7A2 chr1
PQLC2 chr1
HTR6 chr1
TMCO4 chr1
OTUD3 chr1
UBXN10 chr1
MUL1 chr1
FAM43B chr1
PINK1 chr1
DDOST chr1
KIF17 chr1
EIF4G3 chr1
ECE1 chr1
ALPL chr1
USP48 chr1
HSPG2 chr1
WNT4 chr1
ZBTB40 chr1
EPHB2 chr1
KDM1A chr1
LUZP1 chr1
ZNF436 chr1
TCEA3 chr1
ASAP3 chr1
ID3 chr1
TCEB3 chr1
C1orf128 chr1
FUCA1 chr1
MYOM3 chr1
IL28RA chr1
SRRM1 chr1
SYF2 chr1
C1orf63 chr1
LDLRAP1 chr1
MAN1C1 chr1
SEPN1 chr1
FAM54B chr1
PAQR7 chr1
EXTL1 chr1
GRRP1 chr1
CATSPER4 chr1
CCDC21 chr1
AIM1L chr1
ARID1A chr1
PIGV chr1
ZDHHC18 chr1
GPATCH3 chr1
NUDC chr1
TRNP1 chr1
WDTC1 chr1
TMEM222 chr1
SYTL1 chr1
WASF2 chr1
AHDC1 chr1
RPA2 chr1
XKR8 chr1
EYA3 chr1
DNAJC8 chr1
SESN2 chr1
PHACTR4 chr1
RCC1 chr1
TAF12 chr1
GMEB1 chr1
OPRD1 chr1
EPB41 chr1
SFRS4 chr1
MECR chr1
LAPTM5 chr1
SDC3 chr1
PUM1 chr1
NKAIN1 chr1
SNRNP40 chr1
TINAGL1 chr1
HCRTR1 chr1
COL16A1 chr1
BAI2 chr1
SPOCD1 chr1
CCDC28B chr1
IQCC chr1
DCDC2B chr1
C1orf91 chr1
FAM167B chr1
MARCKSL1 chr1
BSDC1 chr1
ZBTB8B chr1
KIAA1522 chr1
S100PBP chr1
HPCA chr1
RNF19B chr1
AK2 chr1
ADC chr1
TRIM62 chr1
PHC2 chr1
ZSCAN20 chr1
CSMD2 chr1
GJB5 chr1
GJB3 chr1
GJA4 chr1
DLGAP3 chr1
ZMYM1 chr1
TFAP2E chr1
PSMB2 chr1
CLSPN chr1
EIF2C4 chr1
TEKT2 chr1
COL8A2 chr1
MAP7D1 chr1
THRAP3 chr1
C1orf113 chr1
FAM176B chr1
OSCP1 chr1
CSF3R chr1
DNALI1 chr1
GNL2 chr1
C1orf109 chr1
EPHA10 chr1
C1orf122 chr1
MTF1 chr1
INPP5B chr1
FHL3 chr1
GJA9 chr1
NDUFS5 chr1
MACF1 chr1
KIAA0754 chr1
BMP8A chr1
PABPC4 chr1
PPIE chr1
BMP8B chr1
OXCT2 chr1
TRIT1 chr1
PPT1 chr1
RLF chr1
ZNF643 chr1
DEM1 chr1
ZNF684 chr1
RIMS3 chr1
NFYC chr1
SLFNL1 chr1
SCMH1 chr1
EDN2 chr1
HIVEP3 chr1
FOXJ3 chr1
RIMKLA chr1
PTPRF chr1
IPO13 chr1
ATP6V0B chr1
B4GALT2 chr1
CCDC24 chr1
PLK3 chr1
TCTEX1D4 chr1
PTCH2 chr1
EIF2B3 chr1
HECTD3 chr1
ZSWIM5 chr1
HPDL chr1
MUTYH chr1
TOE1 chr1
PRDX1 chr1
AKR1A1 chr1
NASP chr1
CCDC17 chr1
MAST2 chr1
PIK3R3 chr1
TSPAN1 chr1
POMGNT1 chr1
C1orf190 chr1
RAD54L chr1
LRRC41 chr1
NSUN4 chr1
FAAH chr1
MKNK1 chr1
KIAA0494 chr1
TAL1 chr1
FOXE3 chr1
BEND5 chr1
ELAVL4 chr1
DMRTA2 chr1
NRD1 chr1
BTF3L4 chr1
ZCCHC11 chr1
FAM159A chr1
SCP2 chr1
C1orf123 chr1
LRP8 chr1
GLIS1 chr1
TMEM48 chr1
YIPF1 chr1
CYB5RL chr1
MRPL37 chr1
FAM151A chr1
TTC4 chr1
TTC22 chr1
C1orf177 chr1
USP24 chr1
PRKAA2 chr1
C1orf168 chr1
C8A chr1
DAB1 chr1
TACSTD2 chr1
MYSM1 chr1
JUN chr1
FGGY chr1
C1orf87 chr1
INADL chr1
USP1 chr1
FOXD3 chr1
EFCAB7 chr1
ROR1 chr1
CACHD1 chr1
JAK1 chr1
DNAJC6 chr1
SGIP1 chr1
MIER1 chr1
GPR177 chr1
LRRC7 chr1
CTH chr1
ZRANB2 chr1
C1orf173 chr1
RABGGTB chr1
ZZZ3 chr1
USP33 chr1
IFI44 chr1
LPHN2 chr1
DNASE2B chr1
RPF1 chr1
CTBS chr1
DDAH1 chr1
ZNHIT6 chr1
COL24A1 chr1
CLCA4 chr1
HS2ST1 chr1
PKN2 chr1
RBMXL1 chr1
GBP1 chr1
GBP7 chr1
GBP5 chr1
LRRC8B chr1
LRRC8C chr1
ZNF326 chr1
BARHL2 chr1
ZNF644 chr1
HFM1 chr1
CDC7 chr1
BTBD8 chr1
KIAA1107 chr1
GLMN chr1
DNTTIP2 chr1
ABCA4 chr1
ARHGAP29 chr1
F3 chr1
DPYD chr1
AX747691 chr1
LPPR4 chr1
PALMD chr1
SLC30A7 chr1
RNPC3 chr1
PRMT6 chr1
VAV3 chr1
FNDC7 chr1
C1orf62 chr1
GPSM2 chr1
CLCC1 chr1
WDR47 chr1
KIAA1324 chr1
CELSR2 chr1
MYBPHL chr1
GPR61 chr1
GNAI3 chr1
AMPD2 chr1
GSTM5 chr1
GSTM3 chr1
EPS8L3 chr1
CSF1 chr1
AHCYL1 chr1
FAM40A chr1
ALX3 chr1
SLC6A17 chr1
KCNC4 chr1
RBM15 chr1
SLC16A4 chr1
DENND2D chr1
ADORA3 chr1
C1orf183 chr1
DDX20 chr1
KCND3 chr1
WNT2B chr1
PPM1J chr1
SLC16A1 chr1
LRIG2 chr1
MAGI3 chr1
RSBN1 chr1
HIPK1 chr1
PTGFRN chr1
IGSF2 chr1
TTF2 chr1
TRIM45 chr1
SPAG17 chr1
WARS2 chr1
ZNF697 chr1
PHGDH chr1
NOTCH2 chr1
FCGR1B chr1
TXNIP chr1
RBM8A chr1
PEX11B chr1
ANKRD35 chr1
PIAS3 chr1
NUDT17 chr1
RNF115 chr1
PDIA3P chr1
BCL9 chr1
ACP6 chr1
GJA5 chr1
AX747534 chr1
BOLA1 chr1
SV2A chr1
MTMR11 chr1
OTUD7B chr1
VPS45 chr1
PLEKHO1 chr1
CA14 chr1
APH1A chr1
C1orf51 chr1
RPRD2 chr1
TARS2 chr1
ECM1 chr1
ADAMTSL4 chr1
GOLPH3L chr1
ARNT chr1
LASS2 chr1
ANXA9 chr1
FAM63A chr1
PRUNE chr1
BNIPL chr1
SEMA6C chr1
TNFAIP8L2 chr1
ZNF687 chr1
RFX5 chr1
PSMB4 chr1
POGZ chr1
CGN chr1
TUFT1 chr1
TNRC4 chr1
MRPL9 chr1
TDRKH chr1
C2CD4D chr1
RPTN chr1
FLG chr1
FLG2 chr1
CRCT1 chr1
KPRP chr1
LCE1E chr1
LELP1 chr1
LOR chr1
PGLYRP4 chr1
C1orf77 chr1
NPR1 chr1
INTS3 chr1
SLC27A3 chr1
GATAD2B chr1
CRTC2 chr1
CREB3L4 chr1
JTB chr1
NUP210L chr1
TPM3 chr1
C1orf43 chr1
HAX1 chr1
ATP8B2 chr1
SHE chr1
CHRNB2 chr1
ADAR chr1
KCNN3 chr1
PBXIP1 chr1
SHC1 chr1
FLAD1 chr1
ADAM15 chr1
EFNA3 chr1
EFNA1 chr1
TRIM46 chr1
THBS3 chr1
SCAMP3 chr1
CLK2 chr1
HCN3 chr1
RUSC1 chr1
ASH1L chr1
MSTO1 chr1
YY1AP1 chr1
DAP3 chr1
GON4L chr1
KIAA0907 chr1
SSR2 chr1
UBQLN4 chr1
LMNA chr1
SEMA4A chr1
PMF1 chr1
BGLAP chr1
SMG5 chr1
TMEM79 chr1
C1orf85 chr1
MEF2D chr1
TTC24 chr1
GPATCH4 chr1
HAPLN2 chr1
BCAN chr1
NES chr1
ISG20L2 chr1
C1orf66 chr1
HDGF chr1
PRCC chr1
INSRR chr1
NTRK1 chr1
C1orf92 chr1
ARHGEF11 chr1
ETV3L chr1
ETV3 chr1
FCRL3 chr1
KIRREL chr1
CD1D chr1
OR10K1 chr1
OR10R2 chr1
OR6Y1 chr1
SPTA1 chr1
OR6K3 chr1
OR6N1 chr1
OR6N2 chr1
IFI16 chr1
CADM3 chr1
DUSP23 chr1
SLAMF8 chr1
TAGLN2 chr1
IGSF9 chr1
PIGM chr1
KCNJ10 chr1
IGSF8 chr1
ATP1A2 chr1
ATP1A4 chr1
CASQ1 chr1
DCAF8 chr1
COPA chr1
NCSTN chr1
VANGL2 chr1
F11R chr1
ARHGAP30 chr1
PVRL4 chr1
KLHDC9 chr1
NIT1 chr1
DEDD chr1
USP21 chr1
PPOX chr1
ADAMTS4 chr1
NDUFS2 chr1
TOMM40L chr1
MPZ chr1
HSPA6 chr1
FCGR3A chr1
HSPA7 chr1
FCRLB chr1
DUSP12 chr1
OLFML2B chr1
NOS1AP chr1
UHMK1 chr1
PBX1 chr1
ALDH9A1 chr1
TMCO1 chr1
FAM78B chr1
TADA1 chr1
DUSP27 chr1
POU2F1 chr1
CD247 chr1
GPR161 chr1
F5 chr1
C1orf112 chr1
SCYL3 chr1
METTL11B chr1
GORAB chr1
PRRX1 chr1
VAMP4 chr1
METTL13 chr1
PIGC chr1
TNFSF4 chr1
KLHL20 chr1
DARS2 chr1
RC3H1 chr1
GPR52 chr1
CACYBP chr1
TNN chr1
TNR chr1
ASTN1 chr1
FAM5B chr1
RASAL2 chr1
FAM20B chr1
TOR3A chr1
ABL2 chr1
FAM163A chr1
TOR1AIP2 chr1
CEP350 chr1
QSOX1 chr1
XPR1 chr1
KIAA1614 chr1
STX6 chr1
IER5 chr1
CACNA1E chr1
C1orf14 chr1
LAMC1 chr1
LAMC2 chr1
SMG7 chr1
NCF2 chr1
RGL1 chr1
GLT25D2 chr1
FAM129A chr1
PRG4 chr1
TPR chr1
C1orf27 chr1
RGS18 chr1
ASPM chr1
CRB1 chr1
PTPRC chr1
ZNF281 chr1
DDX59 chr1
CAMSAP1L1 chr1
C1orf106 chr1
KIF21B chr1
CACNA1S chr1
NAV1 chr1
IPO9 chr1
LMOD1 chr1
TIMM17A chr1
RNPEP chr1
GPR37L1 chr1
PTPN7 chr1
PPP1R12B chr1
KDM5B chr1
RABIF chr1
KLHL12 chr1
PPFIA4 chr1
MYOG chr1
ADORA1 chr1
MYBPH chr1
CHI3L1 chr1
OPTC chr1
LAX1 chr1
ZC3H11A chr1
SOX13 chr1
KISS1 chr1
PLEKHA6 chr1
PPP1R15B chr1
PIK3C2B chr1
MDM4 chr1
LRRN2 chr1
NFASC chr1
CNTN2 chr1
TMEM81 chr1
TMCC2 chr1
NUAK2 chr1
LEMD1 chr1
PCTK3 chr1
SLC45A3 chr1
RAB7L1 chr1
PM20D1 chr1
SLC26A9 chr1
AVPR1B chr1
SRGAP2 chr1
RASSF5 chr1
DYRK3 chr1
MAPKAPK2 chr1
FCAMR chr1
C1orf116 chr1
YOD1 chr1
PFKFB2 chr1
CR1 chr1
CR1L chr1
CD34 chr1
PLXNA2 chr1
LAMB3 chr1
C1orf74 chr1
C1orf107 chr1
SERTAD4 chr1
INTS7 chr1
BATF3 chr1
TATDN3 chr1
PROX1 chr1
PTPN14 chr1
FAM108A6 chr1
GPATCH2 chr1
RRP15 chr1
TGFB2 chr1
SLC30A10 chr1
EPRS chr1
BPNT1 chr1
IARS2 chr1
RAB3GAP2 chr1
C1orf115 chr1
MOSC1 chr1
HLX chr1
C1orf140 chr1
MIA3 chr1
DISP1 chr1
TLR5 chr1
C1orf65 chr1
CAPN2 chr1
NVL chr1
LBR chr1
ENAH chr1
EPHX1 chr1
TMEM63A chr1
LEFTY1 chr1
LIN9 chr1
PARP1 chr1
ITPKB chr1
CABC1 chr1
ZNF678 chr1
JMJD4 chr1
C1orf35 chr1
GUK1 chr1
OBSCN chr1
TRIM17 chr1
HIST3H2A chr1
RHOU chr1
NUP133 chr1
ABCB10 chr1
TAF5L chr1
GALNT2 chr1
PGBD5 chr1
TTC13 chr1
ARV1 chr1
FAM89A chr1
C1orf131 chr1
EXOC8 chr1
C1orf124 chr1
DISC1 chr1
SIPA1L2 chr1
KIAA1383 chr1
C1orf57 chr1
PCNXL2 chr1
KCNK1 chr1
TARBP1 chr1
IRF2BP2 chr1
RBM34 chr1
ARID4B chr1
TBCE chr1
B3GALNT2 chr1
LYST chr1
GPR137B chr1
hCG_1986256 chr1
HEATR1 chr1
ACTN2 chr1
MTR chr1
RYR2 chr1
CHML chr1
WDR64 chr1
CEP170 chr1
SDCCAG8 chr1
HNRNPU chr1
KIF26B chr1
OR2B11 chr1
OR2G2 chr1
TRIM58 chr1
OR2T4 chr1
ZNF672 chr1
C20orf96 chr20
TRIB3 chr20
RP5-968J1 chr20
ZNF343 chr20
UBOX5-AS1 chr20
SLC4A11 chr20
GFRA4 chr20
LINC00654 chr20
CSRP2BP chr20
SEC23B chr20
CRNKL1 chr20
BC045663 chr20
CST3 chr20
ITCH chr20
MYH7B chr20
RP3-477O4 chr20
NDRG3 chr20
TNNC2 chr20
BCAS1 chr20
GCNT7 chr20
RP11-560A15 chr20
RTEL1 chr20
ZGPAT chr20
SDCBP2 chr20
GNRH2 chr20
MCM8 chr20
C20orf7 chr20
SSTR4 chr20
ENTPD6 chr20
XKR7 chr20
CBFA2T2 chr20
CEP250 chr20
KIAA1755 chr20
ZSWIM1 chr20
PTPN1 chr20
GNAS chr20
C20orf135 chr20
DEFB125 chr20
SOX12 chr20
NRSN2 chr20
CSNK2A1 chr20
TCF15 chr20
SRXN1 chr20
FAM110A chr20
ANGPT4 chr20
C20orf46 chr20
SNPH chr20
NSFL1C chr20
SIRPA chr20
PDYN chr20
TMC2 chr20
NOP56 chr20
CPXM1 chr20
FAM113A chr20
VPS16 chr20
PTPRA chr20
AVP chr20
UBOX5 chr20
FASTKD5 chr20
ProSAPiP1 chr20
DDRGK1 chr20
C20orf194 chr20
ATRN chr20
ADAM33 chr20
HSPA12B chr20
C20orf27 chr20
CDC25B chr20
C20orf29 chr20
MAVS chr20
PANK2 chr20
SMOX chr20
ADRA1D chr20
PRND chr20
SLC23A2 chr20
C20orf30 chr20
PROKR2 chr20
RP5-1022P6 chr20
CHGB chr20
TRMT6 chr20
LRRN4 chr20
BMP2 chr20
PAK7 chr20
MKKS chr20
JAG1 chr20
ESF1 chr20
FLRT3 chr20
KIF16B chr20
PCSK2 chr20
C20orf72 chr20
ZNF133 chr20
RBBP9 chr20
DTD1 chr20
SLC24A3 chr20
RIN2 chr20
C20orf26 chr20
RALGAPA2 chr20
PLK1S1 chr20
XRN2 chr20
NKX2-4 chr20
PAX1 chr20
FOXA2 chr20
THBD chr20
GZF1 chr20
C20orf3 chr20
ACSS1 chr20
VSX1 chr20
PYGB chr20
ABHD12 chr20
NINL chr20
ZNF337 chr20
ID1 chr20
MYLK2 chr20
FOXS1 chr20
PDRG1 chr20
C20orf160 chr20
TM9SF4 chr20
TSPYL3 chr20
ASXL1 chr20
BPIL1 chr20
CDK5RAP1 chr20
SNTA1 chr20
C20orf134 chr20
NECAB3 chr20
E2F1 chr20
ZNF341 chr20
RALY chr20
AHCY chr20
PIGU chr20
NCOA6 chr20
GGT7 chr20
ACSS2 chr20
GSS chr20
TRPC4AP chr20
EDEM2 chr20
MMP24 chr20
EIF6 chr20
SPAG4 chr20
CPNE1 chr20
EPB41L1 chr20
C20orf4 chr20
DLGAP4 chr20
C20orf117 chr20
RBL1 chr20
RPN2 chr20
VSTM2L chr20
KIAA0406 chr20
TGM2 chr20
BPI chr20
RALGAPB chr20
ACTR5 chr20
PPP1R16B chr20
DHX35 chr20
PLCG1 chr20
ZHX3 chr20
EMILIN3 chr20
CHD6 chr20
PTPRT chr20
L3MBTL chr20
IFT52 chr20
C20orf111 chr20
TTPAL chr20
SERINC3 chr20
ADA chr20
WISP2 chr20
MATN4 chr20
RBPJL chr20
TP53TG5 chr20
PIGT chr20
DNTTIP1 chr20
SNX21 chr20
C20orf165 chr20
NEURL2 chr20
PLTP chr20
PCIF1 chr20
ZNF335 chr20
MMP9 chr20
CDH22 chr20
SLC35C2 chr20
ELMO2 chr20
ZNF334 chr20
TP53RK chr20
ZMYND8 chr20
hCG_2018772 chr20
NCOA3 chr20
PREX1 chr20
ARFGEF2 chr20
CSE1L chr20
STAU1 chr20
DDX27 chr20
ZNFX1 chr20
KCNB1 chr20
PTGIS chr20
B4GALT5 chr20
SPATA2 chr20
SNAI1 chr20
CEBPB chr20
FAM65C chr20
PARD6B chr20
BCAS4 chr20
ADNP chr20
MOCS3 chr20
ATP9A chr20
ZFP64 chr20
ZNF217 chr20
ZBP1 chr20
PMEPA1 chr20
STX16 chr20
TH1L chr20
CTSZ chr20
TUBB1 chr20
SLMO2 chr20
EDN3 chr20
PHACTR3 chr20
CDH26 chr20
CDH4 chr20
TAF4 chr20
GTPBP5 chr20
HRH3 chr20
OSBPL2 chr20
ADRM1 chr20
LAMA5 chr20
CABLES2 chr20
C20orf151 chr20
SLCO4A1 chr20
OGFR chr20
COL9A3 chr20
DPH3B chr20
TCFL5 chr20
DIDO1 chr20
C20orf11 chr20
BHLHE23 chr20
YTHDF1 chr20
NKAIN4 chr20
COL20A1 chr20
CHRNA4 chr20
KCNQ2 chr20
SRMS chr20
PRIC285 chr20
TNFRSF6B chr20
ARFRP1 chr20
SLC2A4RG chr20
ZBTB46 chr20
TPD52L2 chr20
DNAJC5 chr20
UCKL1 chr20
ZNF512B chr20
C20orf201 chr20
OPRL1 chr20
MYT1 chr20
AL109761 chr21
BC014150 chr21
C21orf49 chr21
AP000289 chr21
MX2 chr21
AP001619 chr21
AP001625 chr21
PWP2 chr21
PFKL chr21
AP001062 chr21
SUMO3 chr21
POFUT2 chr21
C21orf58 chr21
HUNK chr21
NDUFV3 chr21
KRTAP10-4 chr21
KRTAP10-6 chr21
KRTAP10-8 chr21
COL6A1 chr21
PCNT chr21
NRIP1 chr21
CXADR chr21
BTG3 chr21
C21orf91 chr21
MRPL39 chr21
JAM2 chr21
CYYR1 chr21
ADAMTS1 chr21
ADAMTS5 chr21
RNF160 chr21
RWDD2B chr21
USP16 chr21
CCT8 chr21
BACH1 chr21
KRTAP26-1 chr21
TIAM1 chr21
C21orf45 chr21
MRAP chr21
URB1 chr21
C21orf63 chr21
C21orf59 chr21
SYNJ1 chr21
C21orf66 chr21
C21orf62 chr21
IFNAR2 chr21
IFNAR1 chr21
IFNGR2 chr21
GART chr21
SON chr21
CRYZL1 chr21
ITSN1 chr21
SLC5A3 chr21
CLIC6 chr21
RUNX1 chr21
SETD4 chr21
CBR1 chr21
CBR3 chr21
DOPEY2 chr21
MORC3 chr21
SIM2 chr21
HLCS chr21
DSCR6 chr21
PIGP chr21
TTC3 chr21
DSCR3 chr21
DYRK1A chr21
BRWD1 chr21
WRB chr21
SH3BGR chr21
DSCAM chr21
PRDM15 chr21
UMODL1 chr21
ABCG1 chr21
TFF3 chr21
TMPRSS3 chr21
SLC37A1 chr21
PDE9A chr21
WDR4 chr21
PKNOX1 chr21
CBS chr21
SIK1 chr21
RRP1B chr21
CSTB chr21
RRP1 chr21
TRAPPC10 chr21
C21orf33 chr21
ICOSLG chr21
AIRE chr21
C21orf2 chr21
KRTAP10-2 chr21
KRTAP10-5 chr21
KRTAP10-10 chr21
PTTG1IP chr21
C21orf67 chr21
C21orf70 chr21
ADARB1 chr21
COL18A1 chr21
SLC19A1 chr21
COL6A2 chr21
C21orf56 chr21
LSS chr21
MCM3AP chr21
C21orf57 chr21
DIP2A chr21
PRMT2 chr21
XXbac-B476C20 chr22
DGCR6 chr22
FLJ39582 chr22
TUBA3FP chr22
abParts chr22
LOC648691 chr22
GNAZ chr22
GUSBP11 chr22
POM121L9P chr22
ADORA2A-AS1 chr22
PIWIL3 chr22
SGSM1 chr22
RP11-375H17 chr22
KIAA0845 chr22
MORC2-AS1 chr22
APOL4 chr22
RP5-1119A7 chr22
SLC16A8 chr22
LOC646851 chr22
CYP2D6 chr22
NUP50 chr22
GRAMD4 chr22
LOC100128946 chr22
ALG12 chr22
NCAPH2 chr22
PRODH chr22
CLDN5 chr22
POM121-like_1 chr22
PI4KA chr22
C22orf15 chr22
AX747284 chr22
RHBDD3 chr22
RFPL1 chr22
NEFH chr22
APOL3 chr22
UNC84B chr22
ZC3H7B chr22
LOC730668 chr22
Em:AC005003 chr22
GAB4 chr22
IL17RA chr22
CECR5 chr22
CECR2 chr22
BID chr22
MICAL3 chr22
PEX26 chr22
DGCR2 chr22
DGCR14 chr22
CLTCL1 chr22
UFD1L chr22
CDC45L chr22
GP1BB chr22
TBX1 chr22
GNB1L chr22
C22orf29 chr22
COMT chr22
ARVCF chr22
DGCR8 chr22
ZDHHC8 chr22
RTN4R chr22
ZNF74 chr22
SCARF2 chr22
KLHL22 chr22
MED15 chr22
SERPIND1 chr22
SNAP29 chr22
LZTR1 chr22
THAP7 chr22
SLC7A4 chr22
HIC2 chr22
YDJC chr22
CCDC116 chr22
PPM1F chr22
TOP3B chr22
ZNF280B chr22
RTDR1 chr22
RAB36 chr22
BCR chr22
RGL4 chr22
ZNF70 chr22
MMP11 chr22
SLC2A11 chr22
BC036909 chr22
CABIN1 chr22
GGT5 chr22
CYTSA chr22
UPB1 chr22
KIAA1671 chr22
CRYBB3 chr22
LRP5L chr22
ADRBK2 chr22
MYO18B chr22
SEZ6L chr22
HPS4 chr22
TFIP11 chr22
TPST2 chr22
MN1 chr22
TTC28 chr22
HSCB chr22
XBP1 chr22
KREMEN1 chr22
EMID1 chr22
EWSR1 chr22
GAS2L1 chr22
RASL10A chr22
AP1B1 chr22
THOC5 chr22
NF2 chr22
ZMAT5 chr22
ASCC2 chr22
MTMR3 chr22
TBC1D10A chr22
SF3A1 chr22
CCDC157 chr22
Em:AC004997 chr22
RNF215 chr22
SEC14L3 chr22
GAL3ST1 chr22
TCN2 chr22
SLC35E4 chr22
DUSP18 chr22
OSBP2 chr22
MORC2 chr22
SMTN chr22
INPP5J chr22
PLA2G3 chr22
LIMK2 chr22
PIK3IP1 chr22
PATZ1 chr22
EIF4ENIF1 chr22
SFI1 chr22
PISD chr22
C22orf30 chr22
DEPDC5 chr22
SLC5A4 chr22
FBXO7 chr22
LARGE chr22
HMGXB4 chr22
TOM1 chr22
MCM5 chr22
RASD2 chr22
APOL5 chr22
RBM9 chr22
APOL2 chr22
MYH9 chr22
FOXRED2 chr22
RABL4 chr22
TST chr22
MPST chr22
TMPRSS6 chr22
ELFN2 chr22
CDC42EP1 chr22
LGALS2 chr22
GGA1 chr22
SH3BP1 chr22
NOL12 chr22
TRIOBP chr22
GCAT chr22
GALR3 chr22
MICALL1 chr22
SOX10 chr22
AK098727 chr22
BAIAP2L2 chr22
PLA2G6 chr22
TMEM184B chr22
KDELR3 chr22
CBY1 chr22
GTPBP1 chr22
NPTXR chr22
CBX6 chr22
MAP3K7IP1 chr22
MGAT3 chr22
SMCR7L chr22
ATF4 chr22
CACNA1I chr22
TNRC6B chr22
MKL1 chr22
MCHR1 chr22
SLC25A17 chr22
ST13 chr22
XPNPEP3 chr22
EP300 chr22
L3MBTL2 chr22
CHADL chr22
RANGAP1 chr22
TOB2 chr22
ACO2 chr22
SREBF2 chr22
TNFRSF13C chr22
WBP2NL chr22
TCF20 chr22
NFAM1 chr22
RRP7A chr22
POLDIP3 chr22
ARFGAP3 chr22
PACSIN2 chr22
TTLL12 chr22
SCUBE1 chr22
MPPED1 chr22
EFCAB6 chr22
PNPLA5 chr22
PNPLA3 chr22
KIAA1644 chr22
LDOC1L chr22
PHF21B chr22
FAM118A chr22
FBLN1 chr22
ATXN10 chr22
C22orf26 chr22
RP4-695O20__B chr22
PPARA chr22
TTC38 chr22
TRMU chr22
CELSR1 chr22
CERK chr22
TBC1D22A chr22
FAM19A5 chr22
BRD1 chr22
ZBED4 chr22
CRELD2 chr22
MLC1 chr22
TRABD chr22
SELO chr22
TUBGCP6 chr22
HDAC10 chr22
PLXNB2 chr22
SAPS2 chr22
SBF1 chr22
MIOX chr22
LMF2 chr22
SCO2 chr22
TYMP chr22
ODF3B chr22
KLHDC7B chr22
CPT1B chr22
CHKB chr22
MAPK8IP2 chr22
ARSA chr22
SHANK3 chr22
AC107057 chr2
IAH1 chr2
RP11-245G13 chr2
AC099344 chr2
NBAS chr2
DNAJC27-AS1 chr2
AK125769 chr2
FAM179A chr2
HEATR5B chr2
CYP1B1-AS1 chr2
EPCAM chr2
VPS54 chr2
LINC00309 chr2
AC015969 chr2
AK125871 chr2
NAT8B chr2
DGUOK-AS1 chr2
USP39 chr2
FAM178B chr2
ANKRD36 chr2
TBC1D8 chr2
AC068535 chr2
BCL2L11 chr2
POLR1B chr2
TSN chr2
AC068282 chr2
POLR2D chr2
CCDC74A chr2
PKP4 chr2
MARCH7 chr2
PPIG chr2
SP5 chr2
METTL8 chr2
AC104801 chr2
WIPF1 chr2
HOXD1 chr2
LOC100130691 chr2
AC009948 chr2
AC010746 chr2
RNF25 chr2
GMPPA chr2
C2orf52 chr2
COPS7B chr2
EIF4E2 chr2
AC110619 chr2
ANKMY1 chr2
ATG4B chr2
D2HGDH chr2
GAL3ST2 chr2
FLJ33534 chr2
NTSR2 chr2
SLC5A6 chr2
AX747384 chr2
KLRAQ1 chr2
INO80B chr2
PTCD3 chr2
IMMT chr2
SEMA4C chr2
VWA3B chr2
NPHP1 chr2
ACOXL chr2
CHCHD5 chr2
TMEM177 chr2
BIN1 chr2
GPR148 chr2
GALNT5 chr2
PDE11A chr2
ANKAR chr2
NDUFB3 chr2
FAM119A chr2
PLCD4 chr2
HTR2B chr2
BC132948 chr2
PP14571 chr2
MTERFD2 chr2
STK25 chr2
GIGYF2 chr2
FAM110C chr2
PXDN chr2
TTC15 chr2
KIDINS220 chr2
MBOAT2 chr2
ASAP2 chr2
ADAM17 chr2
TAF1B chr2
GRHL1 chr2
KLF11 chr2
CYS1 chr2
